account_id,snapshot_date,usage_count_last_1m,usage_duration_last_1m,error_count_last_1m,active_features_last_1m,usage_count_last_3m,usage_duration_last_3m,error_count_last_3m,active_features_last_3m,usage_count_last_6m,usage_duration_last_6m,error_count_last_6m,active_features_last_6m,usage_trend_3m,usage_trend_pct_3m,error_trend_3m,active_features_drop_3m
A-7c5768,2024-06-30,20,7420,5,2,59,19461,9,5,150,55488,18,12,0.5,0.008333333333333333,3.0,-3
A-7c5768,2024-07-31,26,4708,0,2,58,16132,7,6,122,38547,11,10,10.0,0.1694915254237288,-3.5,-4
A-7c5768,2024-08-31,9,3780,0,1,55,15908,5,5,121,38897,11,10,-14.0,-0.25,-2.5,-4
A-7c5768,2024-10-31,31,8131,2,3,40,11911,2,4,98,28043,9,9,26.5,0.6463414634146342,2.0,-1
A-7c5768,2024-11-30,11,3212,0,1,42,11343,2,4,97,27251,7,9,-4.5,-0.10465116279069768,-1.0,-3
A-7c5768,2024-12-31,13,7709,1,1,55,19052,3,4,90,27540,3,7,-8.0,-0.14285714285714285,0.0,-3
A-7cfe77,2024-09-30,25,3215,3,2,25,3215,3,2,32,6848,3,3,25.0,0.9615384615384616,3.0,0
A-7cfe77,2024-10-31,10,430,0,1,35,3645,3,3,35,3645,3,3,-2.5,-0.06944444444444445,-1.5,-2
A-7d514c,2024-04-30,30,6678,0,3,76,20024,2,6,192,50838,9,16,7.0,0.09090909090909091,-1.0,-3
A-7d514c,2024-05-31,49,13595,3,5,79,20273,3,8,187,49676,10,17,34.0,0.425,3.0,-3
A-7d514c,2024-06-30,31,2110,0,2,110,22383,3,10,181,44583,7,15,-8.5,-0.07657657657657657,-1.5,-8
A-7d514c,2024-07-31,28,8106,3,2,108,23811,6,9,184,43835,8,14,-12.0,-0.11009174311926606,1.5,-7
A-7d514c,2024-08-31,11,6303,5,1,70,16519,8,5,149,36792,11,13,-18.5,-0.2605633802816901,3.5,-4
A-7d514c,2024-09-30,10,380,0,1,49,14789,8,4,159,37172,11,14,-9.5,-0.19,-4.0,-3
A-7d514c,2024-10-31,29,8147,3,3,50,14830,8,5,158,38641,14,14,18.5,0.3627450980392157,0.5,-2
A-7d514c,2024-11-30,15,4481,1,2,54,13008,4,6,124,29527,12,11,-4.5,-0.08181818181818182,-0.5,-4
A-7da956,2024-07-31,35,5523,4,3,82,16069,7,5,155,34809,13,10,11.5,0.13855421686746988,2.5,-2
A-7da956,2024-08-31,31,11386,2,4,80,21179,6,8,139,28480,9,11,6.5,0.08024691358024691,0.0,-4
A-7da956,2024-09-30,20,4445,2,2,86,21354,8,9,159,32925,11,13,-13.0,-0.14942528735632185,-1.0,-7
A-7da956,2024-10-31,26,11264,0,3,77,27095,4,9,159,43164,11,13,0.5,0.00641025641025641,-2.0,-6
A-7da956,2024-11-30,23,8143,0,2,69,23852,2,7,149,45031,8,13,0.0,0.0,-1.0,-5
A-7da956,2024-12-31,35,11502,2,3,84,30909,2,8,170,52263,10,15,10.5,0.12352941176470589,2.0,-5
A-7dacce,2024-10-31,64,11442,0,4,134,38024,8,6,286,69790,14,13,29.0,0.21481481481481482,-4.0,-2
A-7dacce,2024-11-30,50,15228,0,2,156,47736,8,7,250,63092,14,11,-3.0,-0.01910828025477707,-4.0,-5
A-7df7a7,2023-03-31,50,7080,3,4,125,35714,3,12,125,35714,3,12,12.5,0.0992063492063492,3.0,-8
A-7df7a7,2023-04-30,7,2954,0,1,92,22650,3,8,132,38668,3,12,-35.5,-0.3817204301075269,-1.5,-7
A-7df7a7,2023-05-31,43,12413,4,3,100,22447,7,7,175,51081,7,14,14.5,0.14356435643564355,2.5,-4
A-7df7a7,2023-06-30,64,10813,2,7,114,26180,6,9,239,61894,9,17,39.0,0.3391304347826087,0.0,-2
A-7df7a7,2023-07-31,58,19411,0,5,165,42637,6,11,257,65287,9,16,4.5,0.02710843373493976,-3.0,-6
A-7df7a7,2023-08-31,32,8057,0,2,154,38281,2,12,254,60728,9,16,-29.0,-0.1870967741935484,-1.0,-10
A-7df7a7,2023-09-30,42,11076,0,3,132,38544,0,10,246,64724,6,17,-3.0,-0.022556390977443608,0.0,-7
A-7df7a7,2023-10-31,28,10664,2,3,102,29797,2,8,267,72434,8,18,-9.0,-0.08737864077669903,2.0,-5
A-7df7a7,2023-11-30,42,12385,4,4,112,34125,6,10,266,72406,8,22,7.0,0.061946902654867256,3.0,-6
A-7df7a7,2023-12-31,54,12602,0,4,124,35651,6,11,256,74195,6,18,19.0,0.152,-3.0,-7
A-7df7a7,2024-01-31,39,11958,0,3,135,36945,4,11,237,66742,6,15,-9.0,-0.0661764705882353,-2.0,-8
A-7e0a10,2023-12-31,22,7250,2,2,73,22664,4,7,87,24792,5,8,-3.5,-0.0472972972972973,1.0,-5
A-7e0a10,2024-01-31,23,5235,1,2,61,14759,3,6,110,30027,6,10,4.0,0.06451612903225806,0.0,-4
A-7e0a10,2024-02-29,24,8703,7,2,69,21188,10,6,120,36602,12,11,1.5,0.02142857142857143,5.5,-4
A-7e0a10,2024-03-31,20,6168,1,2,67,20106,9,6,140,42770,13,13,-3.5,-0.051470588235294115,-3.0,-4
A-7e0a10,2024-04-30,13,5791,2,2,57,20662,10,6,118,35421,13,12,-9.0,-0.15517241379310345,-2.0,-4
A-7e0a10,2024-05-31,26,12664,1,2,59,24623,4,6,128,45811,14,12,9.5,0.15833333333333333,-0.5,-4
A-7e0a10,2024-07-31,37,14366,1,4,63,27030,2,5,120,47692,12,11,24.0,0.375,0.5,-1
A-7e0a10,2024-08-31,9,1422,5,1,46,15788,6,5,105,40411,10,9,-9.5,-0.20212765957446807,4.5,-4
A-7f6b86,2023-09-30,28,11954,1,2,46,14699,1,4,106,35226,2,8,19.0,0.40425531914893614,1.0,-2
A-7f6b86,2023-10-31,46,18515,2,5,83,30622,3,8,136,49245,4,11,27.5,0.3273809523809524,1.5,-3
A-7f6b86,2023-11-30,9,5049,0,1,83,35518,3,8,126,49805,3,10,-28.0,-0.3333333333333333,-1.5,-7
A-7f6b86,2023-12-31,7,2695,0,1,62,26259,2,7,108,40958,3,9,-20.5,-0.3253968253968254,-1.0,-6
A-7f6b86,2024-01-31,26,10828,0,2,42,18572,0,4,125,49194,3,10,18.0,0.4186046511627907,0.0,-2
A-7f6b86,2024-02-29,20,10375,0,2,53,23898,0,5,136,59416,3,12,3.5,0.06481481481481481,0.0,-3
A-7f6b86,2024-03-31,25,9502,1,3,71,30705,1,7,133,56964,3,13,2.0,0.027777777777777776,1.0,-4
A-7f8241,2023-04-30,79,26294,5,6,130,43356,5,12,181,60144,6,15,53.5,0.4083969465648855,5.0,-6
A-7f8241,2023-05-31,36,11124,1,3,147,47482,6,12,217,71268,7,17,-19.5,-0.13175675675675674,-1.5,-9
A-7f8241,2023-07-31,54,22017,2,5,90,33141,3,8,220,76497,8,17,36.0,0.3956043956043956,1.5,-3
A-7f8241,2023-09-30,8,1088,0,1,62,23105,2,6,177,60523,8,13,-19.0,-0.30158730158730157,-1.0,-5
A-7f8241,2023-10-31,41,9630,3,4,49,10718,3,5,139,43859,6,13,37.0,0.74,3.0,-1
A-7f8241,2023-11-30,10,110,0,1,59,10828,3,6,113,32845,5,11,-14.5,-0.24166666666666667,-1.5,-5
A-7f8241,2023-12-31,6,1992,0,1,57,11732,3,6,119,34837,5,12,-19.5,-0.33620689655172414,-1.5,-5
A-7f8241,2024-01-31,29,6153,0,3,45,8255,0,4,94,18973,3,9,21.0,0.45652173913043476,0.0,-1
A-7f8241,2024-02-29,61,11933,2,5,96,20078,2,9,155,30906,5,14,43.5,0.4484536082474227,2.0,-4
A-7f8241,2024-03-31,43,17742,8,5,133,35828,10,12,190,47560,13,17,-2.0,-0.014925373134328358,7.0,-7
A-7f8241,2024-04-30,20,3344,0,3,124,33019,10,11,169,41274,10,15,-32.0,-0.256,-5.0,-8
A-7f8241,2024-05-31,28,10732,3,3,91,31818,11,10,187,51896,13,17,-3.5,-0.03804347826086957,-1.0,-7
A-7f8241,2024-06-30,8,4224,0,1,56,18300,3,7,189,54128,13,16,-16.0,-0.2807017543859649,-1.5,-6
A-7f8241,2024-07-31,18,6156,4,3,54,21112,7,7,178,54131,17,17,0.0,0.0,2.5,-4
A-7f8241,2024-08-31,52,9017,9,5,78,19397,13,9,169,51215,24,18,39.0,0.4936708860759494,7.0,-4
A-7f8241,2024-09-30,21,4340,0,2,91,19513,13,9,147,37813,16,16,-14.0,-0.15217391304347827,-6.5,-7
A-7f8241,2024-10-31,84,34080,0,8,157,47437,9,12,211,68549,16,17,47.5,0.30063291139240506,-4.5,-4
A-7f8241,2024-11-30,25,8284,0,3,130,46704,0,11,208,66101,13,16,-27.5,-0.2099236641221374,0.0,-8
A-7f8241,2024-12-31,9,5076,0,1,118,47440,0,9,209,66953,13,15,-45.5,-0.38235294117647056,0.0,-8
A-80eeb6,2023-08-31,46,12886,6,3,212,72416,12,11,352,101940,20,16,-37.0,-0.17370892018779344,3.0,-8
A-80eeb6,2023-09-30,42,23622,0,2,142,59126,6,8,376,121278,20,17,-8.0,-0.055944055944055944,-3.0,-6
A-80eeb6,2023-10-31,43,14512,2,6,87,32766,5,11,212,71398,12,18,21.0,0.23863636363636365,0.5,-5
A-80eeb6,2023-11-30,50,12013,3,5,114,38336,5,13,220,74544,11,19,18.0,0.1565217391304348,2.0,-8
A-80eeb6,2023-12-31,17,5591,0,2,110,32116,5,12,181,61679,8,19,-29.5,-0.26576576576576577,-2.5,-10
A-80eeb6,2024-01-31,13,4758,0,1,80,22362,3,7,167,55128,8,16,-20.5,-0.25308641975308643,-1.5,-6
A-81edc3,2023-12-31,174,78801,21,6,402,136056,45,13,558,169218,45,17,60.0,0.1488833746898263,9.0,-7
A-81edc3,2024-01-31,123,29715,0,4,402,139602,24,10,597,171357,45,15,-16.5,-0.04094292803970223,-12.0,-6
A-81edc3,2024-02-29,45,16839,0,2,342,125355,21,10,618,187260,45,16,-103.5,-0.30174927113702626,-10.5,-8
A-81edc3,2024-03-31,52,7420,0,3,164,38456,0,8,432,129160,30,18,-4.0,-0.024242424242424242,0.0,-5
A-81edc3,2024-04-30,102,42758,0,4,184,61404,0,7,452,154472,16,16,61.0,0.32972972972972975,0.0,-3
A-81edc3,2024-05-31,66,13868,2,4,220,64046,2,9,448,147616,16,16,-11.0,-0.049773755656108594,2.0,-5
A-81edc3,2024-06-30,38,20022,0,2,206,76648,2,9,370,115104,2,13,-46.0,-0.2222222222222222,-1.0,-7
A-81edc3,2024-07-31,62,26700,4,2,166,60590,6,8,350,121994,6,13,10.0,0.059880239520958084,3.0,-6
A-81edc3,2024-08-31,70,19838,0,2,170,66560,4,6,390,130606,6,13,20.0,0.11695906432748537,-2.0,-4
A-81edc3,2024-09-30,9,5103,2,1,75,28372,4,5,178,66696,5,12,-24.0,-0.3157894736842105,1.0,-4
A-81edc3,2024-10-31,22,5826,3,2,66,20848,5,4,149,51143,8,11,0.0,0.0,2.0,-2
A-81edc3,2024-11-30,56,25823,6,4,87,36752,11,6,172,70032,13,11,40.5,0.4602272727272727,3.5,-2
A-832ec2,2024-02-29,26,9489,0,2,44,14991,3,4,70,25577,3,6,17.0,0.37777777777777777,-1.5,-2
A-832ec2,2024-03-31,74,21922,2,6,108,33323,5,9,129,40554,5,11,57.0,0.5229357798165137,0.5,-3
A-832ec2,2024-04-30,18,8890,2,2,118,40301,4,9,147,49444,7,12,-32.0,-0.2689075630252101,1.0,-7
A-832ec2,2024-05-31,17,6490,1,2,109,37302,5,9,153,52293,8,13,-29.0,-0.2636363636363636,-1.0,-7
A-832ec2,2024-06-30,17,3228,0,2,52,18608,3,6,160,51931,8,14,-0.5,-0.009433962264150943,-1.5,-4
A-832ec2,2024-07-31,10,4990,0,1,44,14708,1,5,162,55009,5,14,-7.0,-0.15555555555555556,-0.5,-4
A-832ec2,2024-08-31,26,6059,7,3,53,14277,7,6,162,51579,12,15,12.5,0.23148148148148148,7.0,-3
A-84ebe4,2023-06-30,30,5220,0,1,78,18300,8,3,142,28564,12,5,6.0,0.0759493670886076,-4.0,-2
A-84ebe4,2023-07-31,68,23778,10,5,122,29238,14,7,210,52342,22,10,41.0,0.3333333333333333,8.0,-2
A-84ebe4,2023-08-31,12,1920,0,1,110,30918,10,7,158,43998,18,9,-37.0,-0.3333333333333333,-5.0,-6
A-84ebe4,2023-09-30,18,972,2,1,98,26670,12,6,176,44970,20,9,-22.0,-0.2222222222222222,-3.0,-5
A-84ebe4,2023-10-31,46,11202,0,3,76,14094,2,5,198,43332,16,11,31.0,0.4025974025974026,-1.0,-2
A-84ebe4,2023-11-30,24,14280,2,1,88,26454,4,5,198,57372,14,11,-8.0,-0.0898876404494382,1.0,-4
A-855a48,2024-02-29,7,1582,0,1,15,3518,0,2,115,39538,4,10,3.0,0.1875,0.0,-1
A-855a48,2024-03-31,30,3084,3,3,37,4666,3,3,105,30088,6,9,26.5,0.6973684210526315,3.0,0
A-855a48,2024-04-30,9,1422,0,1,46,6088,3,4,114,31510,6,10,-9.5,-0.20212765957446807,-1.5,-3
A-855a48,2024-05-31,9,2520,0,1,48,7026,3,5,63,10544,3,6,-10.5,-0.21428571428571427,-1.5,-4
A-855a48,2024-06-30,14,1064,0,1,32,5006,0,3,69,9672,3,6,5.0,0.15151515151515152,0.0,-2
A-855a48,2024-07-31,30,14684,0,3,53,18268,0,5,99,24356,3,8,18.5,0.3425925925925926,0.0,-2
A-856b1e,2024-01-31,8,600,0,1,8,600,0,1,21,1432,0,2,8.0,0.8888888888888888,0.0,0
A-856b1e,2024-02-29,8,760,0,1,16,1360,0,2,29,2192,0,3,4.0,0.23529411764705882,0.0,-1
A-856b1e,2024-04-30,38,16383,5,3,46,17143,5,3,54,17743,5,4,34.0,0.723404255319149,5.0,0
A-856b1e,2024-06-30,10,3180,0,1,48,19563,5,4,64,20923,5,5,-9.0,-0.1836734693877551,-2.5,-3
A-856b1e,2024-07-31,10,580,1,1,20,3760,1,2,66,20903,6,5,5.0,0.23809523809523808,1.0,-1
A-856b1e,2024-08-31,16,8021,3,2,36,11781,4,4,74,28164,9,7,6.0,0.16216216216216217,2.5,-2
A-856b1e,2024-09-30,14,4634,0,1,40,13235,4,4,88,32798,9,7,1.0,0.024390243902439025,-2.0,-3
A-856b1e,2024-10-31,29,2083,0,3,59,14738,3,5,79,18498,4,7,14.0,0.23333333333333334,-1.5,-2
A-856b1e,2024-11-30,12,1128,0,1,55,7845,0,4,91,19626,4,7,-9.5,-0.16964285714285715,0.0,-3
A-856b1e,2024-12-31,9,585,4,1,50,3796,4,4,90,17031,8,7,-11.5,-0.22549019607843138,4.0,-3
A-86902e,2023-09-30,48,11765,5,3,58,13805,6,4,140,46276,9,10,43.0,0.7288135593220338,4.5,-1
A-86902e,2023-10-31,10,4440,0,1,58,16205,5,4,107,31951,8,7,-14.0,-0.23728813559322035,-2.5,-3
A-86902e,2023-11-30,9,4689,0,1,67,20894,5,5,86,26570,6,7,-20.0,-0.29411764705882354,-2.5,-4
A-86902e,2023-12-31,39,15524,2,5,58,24653,2,7,116,38458,8,10,29.5,0.5,2.0,-2
A-86902e,2024-02-29,41,9116,3,4,80,24640,5,9,147,45534,10,13,21.5,0.2654320987654321,2.0,-5
A-86902e,2024-03-31,22,3712,0,2,63,12828,3,5,121,37481,5,12,1.5,0.0234375,-1.5,-3
A-86902e,2024-04-30,23,8823,4,2,86,21651,7,6,134,41864,9,12,-8.5,-0.09770114942528736,2.5,-4
A-86902e,2024-05-31,23,4836,1,2,68,17371,5,5,148,42011,10,12,0.5,0.007246376811594203,-1.0,-3
A-86902e,2024-06-30,19,5740,0,2,65,19399,5,5,128,32227,8,8,-4.0,-0.06060606060606061,-2.5,-3
A-86902e,2024-07-31,33,10786,2,4,75,21362,3,8,161,43013,10,11,12.0,0.15789473684210525,1.5,-4
A-86902e,2024-08-31,10,5550,0,1,62,22076,2,7,130,39447,7,10,-16.0,-0.25396825396825395,-1.0,-6
A-86cdb4,2024-11-30,71,14537,3,7,113,29806,3,9,157,49089,3,10,50.0,0.43859649122807015,3.0,-2
A-86cdb4,2024-12-31,23,5745,3,2,121,30226,6,10,151,43001,6,12,-26.0,-0.21311475409836064,1.5,-8
A-87aa7b,2024-06-30,73,15245,2,7,117,30803,2,11,182,45334,5,16,51.0,0.4322033898305085,2.0,-4
A-87aa7b,2024-07-31,28,5983,2,2,138,35519,4,11,199,47225,5,16,-27.0,-0.19424460431654678,1.0,-9
A-87aa7b,2024-08-31,17,5117,0,1,118,26345,4,9,170,43495,4,14,-33.5,-0.2815126050420168,-2.0,-8
A-87aa7b,2024-09-30,13,3890,3,2,58,14990,5,5,175,45793,7,14,-9.5,-0.16101694915254236,2.0,-3
A-87aa7b,2024-10-31,30,5672,2,3,60,14679,5,6,198,50198,9,15,15.0,0.2459016393442623,0.5,-3
A-87aa7b,2024-11-30,36,11456,5,4,79,21018,10,7,197,47363,14,13,14.5,0.18125,2.5,-3
A-883b7d,2024-05-31,53,16719,4,5,81,28267,4,8,185,57728,13,17,39.0,0.47560975609756095,4.0,-3
A-883b7d,2024-06-30,20,4797,0,3,83,26586,4,8,162,53711,9,14,-11.5,-0.13690476190476192,-2.0,-5
A-883b7d,2024-07-31,20,6870,1,2,93,28386,5,9,167,53681,10,14,-16.5,-0.17553191489361702,-1.0,-7
A-883b7d,2024-08-31,19,8869,3,2,59,20536,4,7,140,48803,8,14,-1.0,-0.016666666666666666,2.5,-5
A-883b7d,2024-09-30,18,6910,6,2,57,22649,10,6,140,49235,14,14,-1.5,-0.02586206896551724,4.0,-4
A-88c6ca,2024-11-30,13,7280,0,1,42,14927,2,4,91,21584,5,9,-1.5,-0.03488372093023256,-1.0,-3
A-88c6ca,2024-12-31,37,9390,2,4,58,19478,2,6,128,30974,7,13,26.5,0.4491525423728814,2.0,-2
A-89ee83,2024-11-30,36,4980,4,2,129,35441,6,9,141,37649,7,11,-10.5,-0.08076923076923077,3.0,-7
A-89ee83,2024-12-31,24,7643,5,3,93,24880,10,7,159,43312,12,12,-10.5,-0.11170212765957446,2.5,-4
A-8adedc,2024-03-31,41,7515,6,3,131,26151,7,11,200,49073,13,13,-4.0,-0.030303030303030304,5.5,-8
A-8adedc,2024-04-30,37,14016,0,4,112,25281,6,11,225,58518,11,17,-0.5,-0.004424778761061947,-3.0,-7
A-8adedc,2024-05-31,10,1110,3,1,88,22641,9,8,222,52387,14,17,-29.0,-0.3258426966292135,0.0,-7
A-8adedc,2024-06-30,21,5427,2,2,68,20553,5,7,199,46704,12,17,-2.5,-0.036231884057971016,0.5,-5
A-8adedc,2024-07-31,18,3924,2,1,49,10461,7,4,161,35742,13,14,2.5,0.05,-0.5,-3
A-8adedc,2024-08-31,30,7939,1,3,69,17290,5,6,157,39931,14,13,10.5,0.15,-1.0,-3
A-8adedc,2024-09-30,23,7274,2,2,71,19137,5,6,139,39690,10,13,-1.0,-0.013888888888888888,0.5,-4
A-8b0451,2024-10-31,14,1862,0,1,86,17058,6,7,131,28871,8,11,-22.0,-0.25287356321839083,-3.0,-6
A-8b0451,2024-11-30,25,8924,4,2,73,18200,8,6,146,33575,12,12,1.0,0.013513513513513514,2.0,-4
A-8b25f2,2024-03-31,14,1022,0,1,116,28505,4,10,170,45173,6,14,-37.0,-0.3162393162393162,-2.0,-9
A-8b25f2,2024-04-30,19,5218,0,3,97,18636,2,9,164,43321,5,14,-20.0,-0.20408163265306123,-1.0,-6
A-8b25f2,2024-05-31,15,180,0,1,48,6420,0,5,179,43501,5,15,-1.5,-0.030612244897959183,0.0,-4
A-8b25f2,2024-06-30,18,3771,7,2,52,9169,7,6,168,37674,11,13,1.0,0.018867924528301886,7.0,-4
A-8b25f2,2024-07-31,12,6516,2,1,45,10467,9,4,142,29103,11,12,-4.5,-0.09782608695652174,-1.5,-3
A-8b25f2,2024-08-31,36,5176,0,3,66,15463,9,6,114,21883,9,11,21.0,0.31343283582089554,-4.5,-3
A-8b25f2,2024-09-30,24,6504,0,2,72,18196,2,6,124,27365,9,12,0.0,0.0,-1.0,-4
A-8b25f2,2024-10-31,25,7289,0,3,85,18969,0,7,130,29436,9,11,-5.0,-0.05813953488372093,0.0,-4
A-8e47ca,2024-03-31,42,22536,6,2,183,70620,24,8,327,114171,36,11,-28.5,-0.15489130434782608,-3.0,-6
A-8e47ca,2024-04-30,66,19167,0,2,108,41703,6,4,354,123276,36,11,45.0,0.41284403669724773,-3.0,-2
A-8e47ca,2024-05-31,78,23109,3,2,186,64812,9,5,399,140610,30,12,24.0,0.12834224598930483,0.0,-3
A-8e47ca,2024-07-31,70,14602,0,4,122,30008,2,6,194,57810,6,8,44.0,0.35772357723577236,-1.0,-2
A-8e47ca,2024-09-30,49,14160,3,5,84,21461,3,9,132,35553,4,11,31.5,0.37058823529411766,3.0,-4
A-8e47ca,2024-11-30,26,12448,0,2,75,26608,3,7,110,33909,3,11,1.5,0.019736842105263157,-1.5,-5
A-8ed5dd,2023-09-30,36,11030,6,2,94,33242,8,4,296,83582,28,11,7.0,0.07368421052631578,5.0,-2
A-8ed5dd,2023-10-31,24,8944,0,2,104,33814,8,5,292,90342,28,11,-16.0,-0.1523809523809524,-4.0,-3
A-8ed5dd,2023-11-30,48,25512,4,2,108,45486,10,6,210,82886,14,9,18.0,0.1651376146788991,1.0,-4
A-8ed5dd,2023-12-31,102,54228,2,5,174,88684,6,8,268,121926,14,10,66.0,0.37714285714285717,0.0,-3
A-8ed5dd,2024-01-31,62,5492,0,3,212,85232,6,8,316,119046,14,12,-13.0,-0.06103286384976526,-3.0,-5
A-8ed5dd,2024-02-29,14,7378,0,1,178,67098,2,8,286,112584,12,13,-68.0,-0.37988826815642457,-1.0,-7
A-8ed5dd,2024-03-31,50,20998,6,3,126,33868,6,7,300,122552,12,13,12.0,0.09448818897637795,6.0,-4
A-8ed5dd,2024-04-30,86,30010,12,4,150,58386,18,8,362,143618,24,15,54.0,0.3576158940397351,9.0,-4
A-8ed5dd,2024-05-31,24,3576,10,1,160,54584,28,8,338,121682,30,15,-44.0,-0.2732919254658385,1.0,-7
A-8ed5dd,2024-06-30,78,23830,4,4,188,57416,26,9,314,91284,32,15,23.0,0.12169312169312169,-7.0,-5
A-8ed5dd,2024-08-31,92,22002,10,4,170,45832,14,7,330,100416,42,13,53.0,0.30994152046783624,8.0,-3
A-8ed5dd,2024-09-30,22,5060,2,1,114,27062,12,5,302,84478,38,11,-24.0,-0.20869565217391303,-3.0,-4
A-8ed5dd,2024-10-31,16,3579,2,2,73,17110,8,7,124,30813,15,9,-12.5,-0.16891891891891891,-1.0,-5
A-9077b0,2024-09-30,31,14919,2,2,94,40989,9,8,182,63698,13,14,-0.5,-0.005263157894736842,-1.5,-6
A-9077b0,2024-10-31,6,1092,0,1,82,34917,8,7,160,58332,10,12,-32.0,-0.3855421686746988,-4.0,-6
A-9077b0,2024-11-30,27,8986,0,2,64,24997,2,4,165,59654,9,12,8.5,0.13076923076923078,-1.0,-2
A-9123ac,2023-11-30,68,21222,8,3,90,27228,8,4,226,74640,18,10,57.0,0.6263736263736264,8.0,-1
A-9123ac,2024-01-31,16,5712,2,1,84,26934,10,4,122,42476,10,6,-18.0,-0.21176470588235294,-2.0,-3
A-9123ac,2024-02-29,52,6152,0,2,68,11864,2,3,158,39092,10,7,44.0,0.6376811594202898,-1.0,-1
A-9123ac,2024-03-31,38,15562,0,2,106,27426,2,5,174,48648,10,8,4.0,0.037383177570093455,-1.0,-3
A-9123ac,2024-04-30,6,2586,5,1,51,13443,5,5,93,26910,10,9,-16.5,-0.3173076923076923,5.0,-4
A-9123ac,2024-05-31,13,3549,0,1,38,13916,5,4,72,19848,6,7,0.5,0.01282051282051282,-2.5,-3
A-9123ac,2024-06-30,6,1758,0,1,25,7893,5,3,78,21606,6,8,-3.5,-0.1346153846153846,-2.5,-2
A-9123ac,2024-09-30,9,1593,0,1,9,1593,0,1,34,9486,5,4,9.0,0.9,0.0,0
A-91e948,2023-09-30,13,5902,3,1,64,21351,6,5,102,35762,6,9,-12.5,-0.19230769230769232,1.5,-4
A-91e948,2023-10-31,13,5291,0,1,37,13074,3,3,107,39429,6,9,1.0,0.02631578947368421,-1.5,-2
A-91e948,2023-11-30,26,5717,0,3,52,16910,3,5,119,40162,6,11,13.0,0.24528301886792453,-1.5,-2
A-91e948,2023-12-31,11,1815,0,1,50,12823,0,4,114,34174,6,9,-8.5,-0.16666666666666666,0.0,-3
A-91e948,2024-01-31,8,3128,0,1,45,10660,0,4,82,23734,3,7,-10.5,-0.22826086956521738,0.0,-3
A-91e948,2024-02-29,5,2095,1,1,24,7038,1,3,76,23948,4,7,-4.5,-0.18,1.0,-2
A-91e948,2024-03-31,28,1533,2,2,41,6756,3,3,91,19579,3,7,21.5,0.5119047619047619,1.5,-1
A-91e948,2024-04-30,21,3255,2,3,54,6883,5,5,99,17543,5,9,4.5,0.08181818181818182,0.5,-2
A-91e948,2024-05-31,27,8377,2,2,76,13165,6,6,100,20203,7,8,2.5,0.032467532467532464,0.0,-4
A-91e948,2024-06-30,14,2646,0,1,62,14278,4,5,103,21034,7,8,-10.0,-0.15873015873015872,-2.0,-4
A-91e948,2024-08-31,4,2152,0,1,18,4798,0,2,94,17963,6,8,-3.0,-0.15789473684210525,0.0,-1
A-91e948,2024-09-30,31,11155,1,2,35,13307,1,3,97,27585,5,8,29.0,0.8055555555555556,1.0,-1
A-91e948,2024-10-31,19,9095,0,2,54,22402,1,5,95,33425,3,8,1.5,0.02727272727272727,-0.5,-3
A-91e948,2024-12-31,21,6943,0,2,40,16038,0,4,75,29345,1,6,11.5,0.2804878048780488,0.0,-2
A-9208f0,2023-06-30,28,12544,0,1,80,25636,4,3,336,105660,12,7,2.0,0.024691358024691357,-2.0,-2
A-9208f0,2023-07-31,24,8136,0,1,80,31180,0,3,276,95864,4,7,-4.0,-0.04938271604938271,0.0,-2
A-9208f0,2023-08-31,100,8340,4,2,152,29020,4,4,336,82004,8,9,74.0,0.48366013071895425,4.0,-2
A-9208f0,2023-09-30,40,9760,0,1,164,26236,4,4,244,51872,8,7,-22.0,-0.13333333333333333,-2.0,-3
A-9208f0,2023-10-31,108,40140,0,3,248,58240,4,5,328,89420,4,8,38.0,0.15261044176706828,-2.0,-2
A-9208f0,2023-11-30,42,9723,0,2,153,47148,0,5,267,68913,3,9,-13.5,-0.08766233766233766,0.0,-3
A-9208f0,2023-12-31,60,7578,9,2,183,47406,9,7,306,67083,12,9,-1.5,-0.008152173913043478,9.0,-5
A-9208f0,2024-01-31,159,55692,9,5,261,72993,18,9,447,116673,21,11,108.0,0.4122137404580153,4.5,-4
A-9208f0,2024-02-29,48,1680,3,1,267,64950,21,8,420,112098,21,11,-61.5,-0.2294776119402985,-6.0,-7
A-9208f0,2024-03-31,72,24354,12,3,279,81726,24,9,462,129132,33,14,-31.5,-0.1125,6.0,-6
A-9208f0,2024-04-30,90,33771,3,2,210,59805,18,6,471,132798,36,14,30.0,0.14218009478672985,-4.5,-4
A-922109,2024-04-30,54,13912,0,3,194,56648,10,9,388,109498,18,14,-16.0,-0.08205128205128205,-5.0,-6
A-922109,2024-05-31,118,28726,6,5,196,50518,6,9,416,123394,20,16,79.0,0.4010152284263959,6.0,-4
A-922109,2024-06-30,106,36382,2,5,278,79020,8,13,476,143522,22,19,20.0,0.07168458781362007,-1.0,-8
A-922109,2024-07-31,108,45096,0,3,332,110204,8,13,526,166852,18,20,-4.0,-0.012012012012012012,-4.0,-10
A-922109,2024-08-31,43,18261,1,4,150,59000,2,11,248,84259,5,19,-10.5,-0.0695364238410596,0.5,-7
A-922109,2024-09-30,35,14894,1,4,132,55703,2,10,271,95213,6,19,-13.5,-0.10150375939849623,0.5,-6
